"inverse_data","week_day","hour","state","road_id","km","city","cause_of_accident","type_of_accident","victims_condition","weather_timestamp","road_direction","wheather_condition","road_type","road_delineation","people","deaths","slightly_injured","severely_injured","uninjured","ignored","total_injured","vehicles_involved","latitude","longitude","regional","police_station"
"2017-01-03","tuesday","09:20:00","RJ","393","224","VASSOURAS","The driver passed the next car improperly","Head-on collision","With dead victims","Day","Decreasing","Clear sky","Simple","Straight"," 7"," 3"," 0"," 3"," 0"," 1"," 3"," 3","-2.235414e+01","-4.358498e+01","SPRF-RJ","DEL05-RJ"
"2017-01-03","tuesday","06:15:00","MT","174","556","COMODORO","Driver was sleeping","Run-off-road","With dead victims","Sunrise","Decreasing","Clear sky","Simple","Not Reported"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 1","-1.323192e+01","-5.986656e+01","SPRF-RO","DEL04-RO"
"2017-01-03","tuesday","06:30:00","MA","135","7,5","SAO LUIS","Driver's lack of attention to conveyance","Broadside collision","Without victims","Day","Decreasing","Cloudy","Double","Authorized U-turn"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.640717e+00","-4.427178e+01","SPRF-MA","DEL01-MA"
"2017-01-03","tuesday","10:15:00","MG","381","774,6","CAMPANHA","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Day","Decreasing","Clear sky","Double","Straight"," 4"," 0"," 0"," 2"," 2"," 0"," 2"," 2","-2.222708e+01","-4.593937e+01","SPRF-MG","DEL16-MG"
"2017-01-03","tuesday","05:30:00","MT","163","566","NOVA MUTUM","Driver was sleeping","Run-off-road","Without victims","Sunrise","Increasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.409920e+01","-5.611690e+01","SPRF-MT","DEL01-MT"
"2017-01-03","tuesday","09:20:00","CE","20","204","BOA VIAGEM","Driver's lack of attention to conveyance","Broadside collision","Without victims","Day","Increasing","Sunny","Simple","Straight"," 2"," 0"," 0"," 0"," 1"," 1"," 0"," 2","-5.120700e+00","-3.973160e+01","SPRF-CE","DEL02-CE"
"2017-01-03","tuesday","10:25:00","ES","101","65,8","SAO MATEUS","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Day","Decreasing","Sunny","Double","Straight"," 6"," 0"," 3"," 0"," 3"," 0"," 3"," 2","-1.871575e+01","-3.987541e+01","SPRF-ES","DEL04-ES"
"2017-01-03","tuesday","09:45:00","PA","316","87","SAO FRANCISCO DO PARA","Driver was sleeping","Head-on collision","With dead victims","Day","Decreasing","Drizzle","Simple","Straight"," 3"," 1"," 0"," 0"," 2"," 0"," 0"," 2","-1.317814e+00","-4.770064e+01","SPRF-PA","DEL01-PA"
"2017-01-03","tuesday","08:30:00","BA","101","338,3","PRESIDENTE TANCREDO NEVES","Excessive load/cargo","Side impact collision","With injured victims","Day","Decreasing","Sunny","Simple","Curve"," 5"," 0"," 0"," 1"," 4"," 0"," 1"," 4","-1.353923e+01","-3.945214e+01","SPRF-BA","DEL05-BA"
"2017-01-03","tuesday","09:00:00","MT","364","280,9","JACIARA","Disrespect of safe distance from the next car","Run-off-road","With injured victims","Day","Increasing","Sunny","Simple","Straight"," 3"," 0"," 2"," 0"," 1"," 0"," 2"," 2","-1.592616e+01","-5.502332e+01","SPRF-MT","DEL02-MT"
"2017-01-03","tuesday","13:00:00","GO","20","34","FORMOSA","Excessive use of the car's tire","Collision with moving object","Without victims","Day","Decreasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.546427e+01","-4.709932e+01","SPRF-DF","DEL02-DF"
"2017-01-03","tuesday","14:05:00","MG","262","360,9","JUATUBA","Incompatible velocity","Run-off-road","With dead victims","Day","Increasing","Sunny","Double","Curve"," 3"," 1"," 0"," 1"," 1"," 0"," 1"," 2","-1.997377e+01","-4.426900e+01","SPRF-MG","DEL01-MG"
"2017-01-03","tuesday","14:00:00","RS","386","166,6","ALMIRANTE TAMANDARE DO SUL","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Day","Decreasing","Cloudy","Simple","Not Reported"," 5"," 0"," 0"," 0"," 5"," 0"," 0"," 2","-2.822363e+01","-5.282031e+01","SPRF-RS","DEL08-RS"
"2017-01-03","tuesday","14:30:00","RS","116","40,3","VACARIA","Driver's lack of attention to conveyance","Broadside collision","With injured victims","Day","Increasing","Clear sky","Simple","Not Reported"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.852064e+01","-5.094198e+01","SPRF-RS","DEL05-RS"
"2017-01-03","tuesday","13:30:00","PE","101","60,2","RECIFE","Driver's lack of attention to conveyance","Broadside collision","With injured victims","Day","Increasing","Sunny","Double","Authorized U-turn"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-7.986200e+00","-3.493277e+01","SPRF-PE","DEL01-PE"
"2017-01-03","tuesday","13:15:00","MG","40","656,3","CRISTIANO OTONI","Driver's lack of attention to conveyance","Collision with fixed object","With injured victims","Day","Decreasing","Clear sky","Simple","Straight"," 5"," 0"," 1"," 0"," 3"," 1"," 1"," 3","-2.087856e+01","-4.380091e+01","SPRF-MG","DEL05-MG"
"2017-01-03","tuesday","15:30:00","RS","116","396,2","CAMAQUA","The driver passed the next car improperly","Rollover","With injured victims","Day","Increasing","Cloudy","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-3.085230e+01","-5.177374e+01","SPRF-RS","DEL02-RS"
"2017-01-03","tuesday","15:30:00","GO","153","393","PIRENOPOLIS","Static object on the drainage gate","Run-off-road","With injured victims","Day","Decreasing","Rainy","Simple","Straight"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.600210e+01","-4.913840e+01","SPRF-GO","DEL02-GO"
"2017-01-03","tuesday","13:00:00","RJ","101","192","CASIMIRO DE ABREU","Driver's lack of attention to conveyance","Collision with fixed object","Without victims","Day","Increasing","Rainy","Double","Overpass"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.247310e+01","-4.208180e+01","SPRF-RJ","DEL02-RJ"
"2017-01-03","tuesday","17:00:00","RJ","40","99,1","DUQUE DE CAXIAS","Slippery track","Collision with fixed object","Without victims","Day","Decreasing","Rainy","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.258719e+01","-4.327313e+01","SPRF-RJ","DEL06-RJ"
"2017-01-03","tuesday","14:05:00","SC","280","179,1","MAFRA","Inadequate sinalization of the road","Chain reaction crash (pile-up)","With injured victims","Day","Increasing","Rainy","Simple","Straight"," 4"," 0"," 1"," 0"," 3"," 0"," 1"," 4","-2.759538e+01","-4.854805e+01","SPRF-SC","DEL06-SC"
"2017-01-03","tuesday","12:30:00","SC","282","410","CATANDUVAS","Incompatible velocity","Run-off-road","With injured victims","Day","Increasing","Clear sky","Simple","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-2.706172e+01","-5.167005e+01","SPRF-SC","DEL07-SC"
"2017-01-03","tuesday","19:00:00","MG","381","873","ESTIVA","Slippery track","Overturn","Without victims","Day","Decreasing","Rainy","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.241851e+01","-4.059646e+02","SPRF-MG","DEL16-MG"
"2017-01-03","tuesday","17:50:00","PR","376","492","PONTA GROSSA","Driver's lack of attention to conveyance","Collision with fixed object","Without victims","Day","Increasing","Sunny","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.511921e+01","-5.018560e+01","SPRF-PR","DEL03-PR"
"2017-01-03","tuesday","16:40:00","MT","163","64","RONDONOPOLIS","Driver's lack of attention to conveyance","Run-off-road","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.709085e+01","-5.476026e+01","SPRF-MT","DEL02-MT"
"2017-01-03","tuesday","18:50:00","RJ","40","64","PETROPOLIS","Natural phenomena","Collision with moving object","With injured victims","Night","Increasing","Rainy","Double","Straight"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 1","-2.242356e+01","-7.631568e+02","SPRF-RJ","DEL06-RJ"
"2017-01-03","tuesday","17:25:00","RS","386","176","CARAZINHO","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Day","Decreasing","Cloudy","Simple","Straight"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 3","-2.828670e+01","-5.276200e+01","SPRF-RS","DEL08-RS"
"2017-01-03","tuesday","18:50:00","SC","101","312,9","LAGUNA","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Sunny","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.843874e+01","-4.881149e+01","SPRF-SC","DEL02-SC"
"2017-01-03","tuesday","19:50:00","RJ","116","286","BARRA MANSA","Slippery track","Run-off-road","Without victims","Night","Decreasing","Rainy","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.247440e+01","-4.427090e+01","SPRF-RJ","DEL07-RJ"
"2017-01-03","tuesday","20:45:00","MG","116","659,1","SAO FRANCISCO DO GLORIA","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Night","Decreasing","Clear sky","Simple","Not Reported"," 4"," 0"," 1"," 0"," 3"," 0"," 1"," 3","-2.078679e+01","-4.229887e+01","SPRF-MG","DEL07-MG"
"2017-01-03","tuesday","18:00:00","SP","381","61","MAIRIPORA","Slippery track","Collision with fixed object","Without victims","Day","Increasing","Rainy","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.319110e+01","-4.658492e+01","SPRF-SP","DEL03-SP"
"2017-01-03","tuesday","18:00:00","SP","381","55","MAIRIPORA","Incompatible velocity","Collision with fixed object","Without victims","Day","Decreasing","Rainy","Double","Temporary Detour"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.325207e+01","-4.659370e+01","SPRF-SP","DEL03-SP"
"2017-01-03","tuesday","20:40:00","MT","163","609,9","NOVA MUTUM","The driver passed the next car improperly","Run-off-road","Without victims","Night","Increasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.378149e+01","-5.606049e+01","SPRF-MT","DEL01-MT"
"2017-01-03","tuesday","22:30:00","SP","116","347,8","MIRACATU","Mechanical loss/defect of vehicle","Rear-end collision","Without victims","Day","Increasing","Clear sky","Double","Curve"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.405169e+01","-4.720228e+01","SPRF-SP","DEL04-SP"
"2017-01-03","tuesday","21:50:00","MG","116","221,7","CATUJI","Incompatible velocity","Side impact collision","With injured victims","Night","Increasing","Clear sky","Simple","Curve"," 2"," 0"," 1"," 1"," 0"," 0"," 2"," 2","-1.742151e+01","-4.151388e+01","SPRF-MG","DEL11-MG"
"2017-01-03","tuesday","23:15:00","PR","476","193,8","CURITIBA","Alcohol consumption","Side impact collision","With injured victims","Night","Increasing","Cloudy","Simple","Curve"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.542895e+01","-4.926714e+01","SPRF-PR","DEL01-PR"
"2017-01-03","tuesday","15:30:00","PE","110","245,5","JATOBA","Driver's lack of attention to conveyance","Head-on collision","With injured victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-9.179968e+00","-3.825862e+01","SPRF-BA","DEL07-BA"
"2017-01-03","tuesday","23:00:00","MG","40","635","CONSELHEIRO LAFAIETE","Incompatible velocity","Overturn","With injured victims","Night","Decreasing","Clear sky","Simple","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-2.069922e+01","-4.379287e+01","SPRF-MG","DEL05-MG"
"2017-01-03","tuesday","20:50:00","MG","251","236","SANTA CRUZ DE SALINAS","Static object on the drainage gate","Run-off-road","Without victims","Night","Decreasing","Clear sky","Simple","Straight"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 2","-1.597578e+01","-4.172364e+01","SPRF-MG","DEL11-MG"
"2017-01-03","tuesday","23:10:00","AL","101","77,5","RIO LARGO","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Night","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 2"," 0"," 0"," 2"," 2","-9.429446e+00","-3.583783e+01","SPRF-AL","DEL01-AL"
"2017-01-03","tuesday","11:40:00","MG","116","117","ITAOBIM","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Day","Increasing","Sunny","Simple","Intersection"," 4"," 0"," 2"," 0"," 1"," 1"," 2"," 2","-1.657560e+01","-4.150420e+01","SPRF-MG","DEL11-MG"
"2017-01-04","wednesday","11:00:00","PB","412","119,6","CAMALAU","Driver was sleeping","Run-off-road","With dead victims","Night","Increasing","Clear sky","Simple","Straight"," 2"," 2"," 0"," 0"," 0"," 0"," 0"," 1","-7.098508e+00","-3.625420e+01","SPRF-PB","DEL02-PB"
"2017-01-04","wednesday","00:30:00","MG","459","22,6","CALDAS","Incompatible velocity","Run-off-road","Without victims","Night","Increasing","Drizzle","Simple","Not Reported"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.188216e+01","-4.638305e+01","SPRF-MG","DEL09-MG"
"2017-01-03","tuesday","23:40:00","BA","116","640,1","JAGUAQUARA","Incompatible velocity","Vehicle fire","Without victims","Night","Increasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 1.300000e+01"," 4.000000e+01","SPRF-BA","DEL03-BA"
"2017-01-04","wednesday","02:45:00","GO","50","207","CAMPO ALEGRE DE GOIAS","Driver broke the laws of transit","Broadside collision","Without victims","Night","Decreasing","Cloudy","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.762563e+01","-4.777319e+01","SPRF-GO","DEL06-GO"
"2017-01-03","tuesday","14:50:00","RS","116","338,8","BARRA DO RIBEIRO","Driver's lack of attention to conveyance","Chain reaction crash (pile-up)","Without victims","Day","Decreasing","Sunny","Simple","Straight"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 3","-3.032784e+01","-5.141464e+01","SPRF-RS","DEL02-RS"
"2017-01-03","tuesday","14:30:00","PI","135","164","MANOEL EMIDIO","Incompatible velocity","Run-off-road","Without victims","Day","Decreasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-7.927900e+00","-4.380070e+01","SPRF-PI","DEL03-PI"
"2017-01-04","wednesday","02:15:00","SC","280","99,5","SAO BENTO DO SUL","Driver's lack of attention to conveyance","Run-off-road","With injured victims","Night","Decreasing","Cloudy","Multiple","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-2.637116e+01","-4.932958e+01","SPRF-SC","DEL06-SC"
"2017-01-04","wednesday","04:50:00","SE","101","8,5","CEDRO DE SAO JOAO","Driver's lack of attention to conveyance","Head-on collision","Without victims","Sunrise","Increasing","Rainy","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.026859e+01","-3.686825e+01","SPRF-SE","DEL02-SE"
"2017-01-03","tuesday","16:30:00","ES","101","435,1","MIMOSO DO SUL","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Sunny","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.106587e+01","-4.122058e+01","SPRF-ES","DEL03-ES"
"2017-01-04","wednesday","07:00:00","MG","40","746,6","SANTOS DUMONT","Incompatible velocity","Overturn","Without victims","Day","Increasing","Sunny","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.146975e+01","-4.355758e+01","SPRF-MG","DEL05-MG"
"2017-01-03","tuesday","22:25:00","MG","365","706","MONTE ALEGRE DE MINAS","Excessive use of the car's tire","Vehicle fire","Without victims","Night","Decreasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.888260e+01","-4.902740e+01","SPRF-MG","DEL15-MG"
"2017-01-04","wednesday","08:10:00","GO","153","667,6","GOIATUBA","Incompatible velocity","Run-off-road","Without victims","Day","Increasing","Rainy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.812436e+01","-4.928311e+01","SPRF-GO","DEL03-GO"
"2017-01-04","wednesday","06:00:00","RN","405","134,1","SAO FRANCISCO DO OESTE","Excessive use of the car's tire","Overturn","With injured victims","Day","Increasing","Clear sky","Simple","Straight"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-5.964527e+00","-3.812877e+01","SPRF-RN","DEL04-RN"
"2017-01-04","wednesday","08:30:00","SC","470","6,6","NAVEGANTES","The driver passed the next car improperly","Head-on collision","With dead victims","Day","Increasing","Sunny","Simple","Straight"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-2.687491e+01","-4.866868e+01","SPRF-SC","DEL04-SC"
"2017-01-04","wednesday","07:20:00","PR","476","314","PAULO FRONTIN","Driver's lack of attention to conveyance","Head-on collision","With dead victims","Day","Increasing","Sunny","Simple","Straight"," 8"," 2"," 3"," 1"," 1"," 1"," 4"," 3","-2.589417e+01","-5.037546e+01","SPRF-PR","DEL02-PR"
"2017-01-04","wednesday","09:30:00","RS","290","553","ALEGRETE","The driver passed the next car improperly","Side impact collision","Without victims","Day","Decreasing","Cloudy","Simple","Curve"," 3"," 0"," 0"," 0"," 2"," 1"," 0"," 2","-2.994869e+01","-5.548542e+01","SPRF-RS","DEL13-RS"
"2017-01-04","wednesday","10:00:00","MG","381","551","ITAGUARA","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Sunny","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.030550e+01","-4.444730e+01","SPRF-MG","DEL04-MG"
"2017-01-04","wednesday","10:30:00","RJ","116","124","MAGE","Excessive use of the car's tire","Collision with fixed object","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.266134e+01","-4.311659e+01","SPRF-RJ","DEL04-RJ"
"2017-01-04","wednesday","10:20:00","MT","364","401","CUIABA","Driver's lack of attention to conveyance","Broadside collision","Without victims","Day","Increasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.565371e+01","-5.599046e+01","SPRF-MT","DEL02-MT"
"2017-01-04","wednesday","11:00:00","PR","116","110,8","SAO JOSE DOS PINHAIS","Mechanical loss/defect of vehicle","Rear-end collision","Without victims","Day","Decreasing","Clear sky","Simple","Straight"," 4"," 0"," 0"," 0"," 4"," 0"," 0"," 3","-2.555838e+01","-4.926804e+01","SPRF-PR","DEL01-PR"
"2017-01-04","wednesday","10:50:00","RJ","101","309","SAO GONCALO","Driver's lack of attention to conveyance","Chain reaction crash (pile-up)","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 4"," 0"," 0"," 0"," 4"," 0"," 0"," 4","-2.279470e+01","-4.303345e+01","SPRF-RJ","DEL02-RJ"
"2017-01-04","wednesday","10:00:00","BA","116","822,1","VITORIA DA CONQUISTA","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Sunny","Simple","Intersection"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.400000e+01","-4.000000e+01","SPRF-BA","DEL08-BA"
"2017-01-04","wednesday","05:10:00","MG","381","802","SAO GONCALO DO SAPUCAI","Incompatible velocity","Rear-end collision","With injured victims","Night","Increasing","Cloudy","Double","Not Reported"," 3"," 0"," 3"," 0"," 0"," 0"," 3"," 2","-2.194507e+01","-4.561992e+01","SPRF-MG","DEL16-MG"
"2017-01-04","wednesday","10:15:00","RS","386","275,7","SAO JOSE DO HERVAL","Incompatible velocity","Overturn","Without victims","Day","Decreasing","Sunny","Simple","Not Reported"," 2"," 0"," 0"," 0"," 1"," 1"," 0"," 1","-2.901692e+01","-5.232458e+01","SPRF-RS","DEL04-RS"
"2017-01-04","wednesday","12:40:00","GO","153","374,8","SAO FRANCISCO DE GOIAS","The driver passed the next car improperly","Head-on collision","With dead victims","Day","Decreasing","Sunny","Simple","Straight"," 4"," 2"," 1"," 0"," 1"," 0"," 1"," 3","-1.587559e+01","-4.925025e+01","SPRF-GO","DEL02-GO"
